,name,ykiho,top5
105,제이에프피부과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,"['대상포진', '비염', '순환계통의 질환', '알레르기질환', '티눈']"
106,드림이비인후과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNTEjJDEjJDYjJDgz,"['감기', '비염', '위식도 역류질환', '이명', '호흡계통의 질환']"
107,엠여성의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjODEjJDEjJDYjJDgz,"['다낭성 난소증후군', '방광염', '불임', '유산된 임신', '질염']"
108,장사랑연합내과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '장염']"
109,수가정의학과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNDEjJDEjJDQjJDgz,"['감기', '고혈압', '알레르기질환', '척추질환', '호흡계통의 질환']"
110,에스피부과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,"['대상포진', '알레르기질환', '탈모', '티눈', '화상']"
111,서울정형외과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ5MiQyNjEwMDIjNjEjJDEjJDQjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '오십견', '척추질환']"
112,명성의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,"['고혈압', '관절병증', '당뇨병', '장염', '척추질환']"
113,속편한내과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,"['B형 간염', '고지혈증', '고혈압', '당뇨병', '위식도 역류질환']"
114,녹십자외과의원,JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNTEjJDEjJDYjJDgz,"['감기', '고혈압', '근막통증증후군', '당뇨병', '호흡계통의 질환']"
115,도양연합의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,"['고혈압', '관절병증', '비염', '알레르기질환', '척추질환']"
116,구자운의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['감기', '관절병증', '알레르기질환', '척추질환', '테니스 엘보']"
117,정다운가정의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNTEjJDEjJDIjJDgz,"['고혈압', '당뇨병', '오십견', '위식도 역류질환', '척추질환']"
118,서울정통의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,"['거북목(일자목)증후군', '고혈압', '관절병증', '근막통증증후군', '척추질환']"
119,제대로정형외과마취통증의학과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5MiQyNjEwMDIjNTEjJDEjJDYjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '오십견', '척추질환']"
120,이화더블유산부인과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,"['방광염', '불임', '성매개감염병', '질염', '척추질환']"
121,성모봄소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQyNjE0ODEjNzEjJDEjJDgjJDgz,"['각막염', '감기', '비염', '알레르기질환', '호흡계통의 질환']"
122,서울드림정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,"['골절', '관절병증', '발목염좌긴장', '오십견', '척추질환']"
123,지인마취통증의학과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,"['거북목(일자목)증후군', '관절병증', '오십견', '척추질환', '테니스 엘보']"
124,광교인내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '위식도 역류질환']"
125,센트럴대구산부인과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz,"['방광염', '불임', '성매개감염병', '영양결핍', '질염']"
126,튼튼정형외과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,"['거북목(일자목)증후군', '골다공증', '골절', '관절병증', '척추질환']"
127,이재홍정형외과의원,JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQ0NjE0ODEjODEjJDEjJDYjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '염증성 관절병증', '척추질환']"
128,홍도신경외과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,"['고혈압', '골다공증', '관절병증', '오십견', '척추질환']"
129,대광의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '관절병증', '당뇨병', '척추질환']"
130,하남이비인후과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz,"['난청', '비염', '이명', '중이염', '호흡계통의 질환']"
131,서정화내과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '장염']"
132,하늘소아청소년과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQxIyQwMCQ0NjEwMDIjODEjJDEjJDYjJDgz,"['감기', '고혈압', '비염', '알레르기질환', '호흡계통의 질환']"
133,제일의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"['고혈압', '관절병증', '당뇨병', '비염', '알레르기질환']"
134,수와미여성의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,"['방광염', '비만', '알레르기질환', '정신및행동장애', '질염']"
135,이용관내과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '불면증', '호흡계통의 질환']"
136,새벽의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz,"['건선', '방광염', '신경인성 방광', '알레르기질환', '전립선증식증']"
137,이지함피부과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5MiQzNjE0ODEjNzEjJDEjJDgjJDgz,"['대상포진', '알레르기질환', '탈모', '티눈', '화상']"
138,열린가정의학과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNjEjJDEjJDAjJDgz,"['고혈압', '골다공증', '관절병증', '척추질환', '호흡계통의 질환']"
139,최경훈소아과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,"['고혈압', '근막통증증후군', '비염', '호흡계통의 질환', '후두염']"
140,오수혁내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,"['감기', '고혈압', '당뇨병', '지방간', '허혈성심질환_협심증']"
141,손이비인후과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ3OSQyNjE4MzIjNzEjJDEjJDgjJDgz,"['감기', '비염', '이명', '중이염', '호흡계통의 질환']"
142,함형석이비인후과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"['감기', '난청', '위식도 역류질환', '폐렴', '호흡계통의 질환']"
143,능곡의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,"['고혈압', '관절병증', '당뇨병', '척추질환', '호흡계통의 질환']"
144,다정한내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '장염']"
145,서울탑마취통증의학과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ3MiQyNjEyMjIjNjEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '관절병증', '대상포진', '척추질환', '테니스 엘보']"
146,삼성민내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '장염']"
147,하나안과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,"['녹내장', '망막(맥락막·유리체) 질환', '백내장', '안구건조증', '알레르기질환']"
148,한아름산부인과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz,"['갑상선기능저하증', '골다공증', '방광염', '성매개감염병', '신경인성 방광']"
149,독수리눈안과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,"['각막염', '근시', '녹내장', '안구건조증', '알레르기질환']"
150,대동성모마취통증의학과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,"['고혈압', '관절병증', '근막통증증후군', '염증성 관절병증', '척추질환']"
151,김정훈이비인후과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,"['감기', '난청', '비염', '호흡계통의 질환', '후두염']"
152,김현수이비인후과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,"['감기', '비염', '위식도 역류질환', '호흡계통의 질환', '후두염']"
153,이화미의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,"['대상포진', '알레르기질환', '탈모', '티눈', '화상']"
154,서울연합내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '장염']"
155,서울아산샘내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,"['고지혈증', '고혈압', '당뇨병', '비염', '위식도 역류질환']"
156,양준호정형외과의원,JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjEyMjIjODEjJDEjJDYjJDgz,"['골절', '관절병증', '근막통증증후군', '발목염좌긴장', '척추질환']"
157,선양신경외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQzNjE0ODEjNDEjJDEjJDQjJDgz,"['관절병증', '근막통증증후군', '오십견', '척추질환', '테니스 엘보']"
158,박가정의학과 의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz,"['고혈압', '관절병증', '근막통증증후군', '척추질환', '호흡계통의 질환']"
159,나안과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,"['각막염', '녹내장', '망막(맥락막·유리체) 질환', '백내장', '안구건조증']"
160,에코바른정형외과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ2MiQzNjEyMjIjODEjJDEjJDIjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '발목염좌긴장', '척추질환']"
161,연세마취통증의학과의원,JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '근막통증증후군', '오십견', '척추질환', '테니스 엘보']"
162,이레의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,"['갑상선암', '근막통증증후군', '난소암', '생활습관병_유방암', '자궁내막암(자궁체부암)']"
163,윙이비인후과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNTEjJDEjJDIjJDgz,"['난청', '비염', '이명', '호흡계통의 질환', '후두염']"
164,행복의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,"['감기', '고혈압', '관절병증', '당뇨병', '척추질환']"
165,지혜산부인과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz,"['다낭성 난소증후군', '방광염', '비만', '성매개감염병', '질염']"
166,서울정형외과의원,JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,"['골절', '관절병증', '발목염좌긴장', '척추질환', '테니스 엘보']"
167,365열린의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4MiQzNjE0ODEjNjEjJDEjJDQjJDgz,"['감기', '거북목(일자목)증후군', '비염', '장염', '척추질환']"
168,연세조이의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNTEjJDEjJDYjJDgz,"['방광염', '알레르기질환', '전립선증식증', '탈모', '티눈']"
169,연세라온정신과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '우울증', '정신및행동장애', '조울증', '치매']"
170,서울내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjODEjJDEjJDYjJDgz,"['고지혈증', '고혈압', '당뇨병', '비염', '호흡계통의 질환']"
171,차앤박피부과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,"['건선', '대상포진', '알레르기질환', '탈모', '화상']"
172,김기범내과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz,"['고혈압', '당뇨병', '위식도 역류질환', '장염', '호흡계통의 질환']"
173,면목현안과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjODEjJDEjJDIjJDgz,"['각막염', '근시', '녹내장', '백내장', '알레르기질환']"
174,충정로연세내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '위식도 역류질환']"
175,참좋은피부과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,"['건선', '대상포진', '알레르기질환', '탈모', '티눈']"
176,삼성내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '장염']"
177,에코라인의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjNTEjJDEjJDYjJDgz,"['감기', '대상포진', '비염', '알레르기질환', '화상']"
178,미소가인 피부과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz,"['건선', '대상포진', '알레르기질환', '탈모', '화상']"
179,사당현대의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,"['고혈압', '관절병증', '당뇨병', '척추질환', '호흡계통의 질환']"
180,강창순내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '장염']"
181,명이비인후과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,"['감기', '난청', '비염', '이명', '호흡계통의 질환']"
182,연세가정의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,"['고혈압', '당뇨병', '위식도 역류질환', '척추질환', '호흡계통의 질환']"
183,민안과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQyIyQ3IyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz,"['녹내장', '망막(맥락막·유리체) 질환', '백내장', '안구건조증', '알레르기질환']"
184,필내과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '위식도 역류질환']"
185,오라클피부과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,"['건선', '대상포진', '알레르기질환', '탈모', '화상']"
186,보람의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQyIyQxIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,"['고혈압', '관절병증', '알레르기질환', '위식도 역류질환', '호흡계통의 질환']"
187,사회복지법인어린이사랑의의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,"['감기', '알레르기질환', '호흡계통의 질환']"
188,연세메디모아의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,"['고혈압', '관절병증', '근막통증증후군', '비염', '호흡계통의 질환']"
189,중랑성모의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQxMyQyNjEwMDIjODEjJDEjJDYjJDgz,"['고혈압', '관절병증', '알레르기질환', '정신및행동장애', '호흡계통의 질환']"
190,의료법인 창덕의료재단 필립의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '골다공증', '당뇨병', '호흡계통의 질환']"
191,신수재산부인과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,"['감기', '고혈압', '방광염', '성매개감염병', '질염']"
192,소망연합의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,"['고혈압', '당뇨병', '영양결핍', '장염', '호흡계통의 질환']"
193,삼성마취통증의학과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,"['고혈압', '골다공증', '관절병증', '근막통증증후군', '척추질환']"
194,하얀나라린피부과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,"['대상포진', '성매개감염병', '알레르기질환', '탈모', '화상']"
195,강석경소아과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNjEjJDEjJDQjJDgz,"['고혈압', '관절병증', '알레르기질환', '정신및행동장애', '호흡계통의 질환']"
196,가리봉의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNzEjJDEjJDgjJDgz,"['고혈압', '관절병증', '당뇨병', '척추질환', '호흡계통의 질환']"
197,연세원마취통증의학과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQyNjEwMDIjODEjJDEjJDYjJDgz,"['거북목(일자목)증후군', '골다공증', '관절병증', '척추질환', '테니스 엘보']"
198,그린마취통증의학과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,"['거북목(일자목)증후군', '고혈압', '관절병증', '당뇨병', '척추질환']"
199,영이비인후과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNzEjJDEjJDgjJDgz,"['감기', '비염', '위식도 역류질환', '정신및행동장애', '호흡계통의 질환']"
200,박성웅이비인후과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjNjEjJDEjJDQjJDgz,"['감기', '난청', '비염', '중이염', '호흡계통의 질환']"
201,명일엠의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ4MiQyNjEyMjIjODEjJDEjJDYjJDgz,"['순환계통의 질환', '우울증', '정신및행동장애', '조울증', '치매']"
202,연세외과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz,"['고혈압', '관절병증', '근막통증증후군', '당뇨병', '알레르기질환']"
203,진오비산부인과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,"['고혈압', '방광염', '불임', '유산된 임신', '질염']"
204,석비뇨기과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"['고혈압', '대상포진', '방광염', '알레르기질환', '전립선증식증']"
205,김영봉이비인후과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz,"['감기', '난청', '비염', '중이염', '호흡계통의 질환']"
206,손승환내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,"['감기', '고혈압', '당뇨병', '순환계통의 질환', '정신및행동장애']"
207,리즈정신건강의학과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEyMjIjODEjJDEjJDYjJDgz,"['알레르기질환', '우울증', '정신및행동장애', '조울증', '치매']"
208,서울중앙의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,"['고혈압', '관절병증', '비염', '정신및행동장애', '척추질환']"
209,이·문내과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '골다공증', '당뇨병', '위식도 역류질환']"
210,아산현대의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,"['고혈압', '근막통증증후군', '알레르기질환', '척추질환', '호흡계통의 질환']"
